"","mu1","mu2"
"3239",-6,2
"3240",-6,2
"3241",0,2
"3242",0,2
"3243",0,2
"3244",0,2
"3245",0,2
"3246",0,2
"3247",0,2
"3248",0,2
"3249",0,2
"3250",0,2
"3251",-10,-7
"3252",-10,-7
"3253",-10,-7
"3254",-10,-7
"3255",-10,-7
"3256",-10,-7
"3257",-10,-7
"3258",-10,-7
"3259",-10,-7
"3260",-10,-7
"3261",-14,8
"3262",-14,8
"3263",-14,8
"3264",-14,8
"3265",-14,8
"3266",-14,8
"3267",-14,8
"3268",-14,8
"3269",-14,8
"3270",-14,8
"3271",2,-7
"3272",2,-7
"3273",2,-7
"3274",2,-7
"3275",2,-7
"3276",2,-7
"3277",2,-7
"3278",2,-7
"3279",2,-7
"3280",2,-7
"3281",4,10
"3282",4,10
"3283",4,10
"3284",4,10
"3285",4,10
"3286",4,10
"3287",4,10
"3288",4,10
"3289",4,10
"3290",4,10
"3291",1,15
"3292",1,15
"3293",1,15
"3294",1,15
"3295",1,15
"3296",1,15
"3297",1,15
"3298",1,15
"3299",1,15
"3300",1,15
"3301",-5,8
"3302",-5,8
"3303",-5,8
"3304",-5,8
"3305",-5,8
"3306",-5,8
"3307",-5,8
"3308",-5,8
"3309",-5,8
"3310",-5,8
"3311",17,-11
"3312",17,-11
"3313",17,-11
"3314",17,-11
"3315",17,-11
"3316",17,-11
"3317",17,-11
"3318",17,-11
"3319",17,-11
"3320",17,-11
"3321",-3,-10
"3322",-3,-10
"3323",-3,-10
"3324",-3,-10
"3325",-3,-10
"3326",-3,-10
"3327",-3,-10
"3328",-3,-10
"3329",-3,-10
"3330",-3,-10
"3331",-14,6
"3332",-14,6
"3333",-14,6
"3334",-14,6
"3335",-14,6
"3336",-14,6
"3337",-14,6
"3338",-14,6
"3339",-14,6
"3340",-14,6
"3341",4,1
"3342",4,1
"3343",4,1
"3344",4,1
"3345",4,1
"3346",4,1
"3347",4,1
"3348",4,1
"3349",4,1
"3350",4,1
"3351",10,7
"3352",10,7
"3353",10,7
"3354",10,7
"3355",10,7
"3356",10,7
"3357",10,7
"3358",10,7
"3359",10,7
"3360",10,7
"3361",2,-15
"3362",2,-15
"3363",2,-15
"3364",2,-15
"3365",2,-15
"3366",2,-15
"3367",2,-15
"3368",2,-15
"3369",2,-15
"3370",2,-15
"3371",-4,-6
"3372",-4,-6
"3373",-4,-6
"3374",-4,-6
"3375",-4,-6
"3376",-4,-6
"3377",-4,-6
"3378",-4,-6
"3379",-4,-6
"3380",-4,-6
"3381",3,2
"3382",3,2
"3383",3,2
"3384",3,2
"3385",3,2
"3386",3,2
"3387",3,2
"3388",3,2
"3389",3,2
"3390",3,2
"3391",4,2
"3392",4,2
"3393",4,2
"3394",4,2
"3395",4,2
"3396",4,2
"3397",4,2
"3398",4,2
"3399",4,2
"3400",4,2
"3401",-7,8
"3402",-7,8
"3403",-7,8
"3404",-7,8
"3405",-7,8
"3406",-7,8
"3407",-7,8
"3408",-7,8
"3409",-7,8
"3410",-7,8
"3411",-6,3
"3412",-6,3
"3413",-6,3
"3414",-6,3
"3415",-6,3
"3416",-6,3
"3417",-6,3
"3418",-6,3
"3419",-6,3
"3420",-6,3
"3421",4,-6
"3422",4,-6
"3423",4,-6
"3424",4,-6
"3425",4,-6
"3426",4,-6
"3427",4,-6
"3428",4,-6
"3429",4,-6
"3430",4,-6
"3431",-7,13
"3432",-7,13
"3433",-7,13
"3434",-7,13
"3435",-7,13
"3436",-7,13
"3437",-7,13
"3438",-7,13
"3439",-7,13
"3440",-7,13
"3441",9,0
"3442",9,0
"3443",9,0
"3444",9,0
"3445",9,0
"3446",9,0
"3447",9,0
"3448",9,0
"3449",9,0
"3450",9,0
"3451",8,-3
"3452",8,-3
"3453",8,-3
"3454",8,-3
"3455",8,-3
"3456",8,-3
"3457",8,-3
"3458",8,-3
"3459",8,-3
"3460",8,-3
"3461",1,10
"3462",1,10
"3463",1,10
"3464",1,10
"3465",1,10
"3466",1,10
"3467",1,10
"3468",1,10
"3469",1,10
"3470",1,10
"3471",-4,-5
"3472",-4,-5
"3473",-4,-5
"3474",-4,-5
"3475",-4,-5
"3476",-4,-5
"3477",-4,-5
"3478",-4,-5
"3479",-4,-5
"3480",-4,-5
"3481",-2,3
"3482",-2,3
"3483",-2,3
"3484",-2,3
"3485",-2,3
"3486",-2,3
"3487",-2,3
"3488",-2,3
"3489",-2,3
"3490",-2,3
"3491",5,8
"3492",5,8
"3493",5,8
"3494",5,8
"3495",5,8
"3496",5,8
"3497",5,8
"3498",5,8
"3499",5,8
"3500",5,8
"3501",-3,10
"3502",-3,10
"3503",-3,10
"3504",-3,10
"3505",-3,10
"3506",-3,10
"3507",-3,10
"3508",-3,10
"3509",-3,10
"3510",-3,10
"3511",2,-5
"3512",2,-5
"3513",2,-5
"3514",2,-5
"3515",2,-5
"3516",2,-5
"3517",2,-5
"3518",2,-5
"3519",2,-5
"3520",2,-5
"3521",6,8
"3522",6,8
"3523",6,8
"3524",6,8
"3525",6,8
"3526",6,8
"3527",6,8
"3528",6,8
"3529",6,8
"3530",6,8
"3531",-11,-14
"3532",-11,-14
"3533",-11,-14
"3534",-11,-14
"3535",-11,-14
"3536",-11,-14
"3537",-11,-14
"3538",-11,-14
"3539",-11,-14
"3540",-11,-14
"3541",-5,-7
"3542",-5,-7
"3543",-5,-7
"3544",-5,-7
"3545",-5,-7
"3546",-5,-7
"3547",-5,-7
"3548",-5,-7
"3549",-5,-7
"3550",-5,-7
"3551",2,1
"3552",2,1
"3553",2,1
"3554",2,1
"3555",2,1
"3556",2,1
"3557",2,1
"3558",2,1
"3559",2,1
"3560",2,1
"3561",-1,12
"3562",-1,12
"3563",-1,12
"3564",-1,12
"3565",-1,12
"3566",-1,12
"3567",-1,12
"3568",-1,12
"3569",-1,12
"3570",-1,12
"3571",-2,6
"3572",-2,6
"3573",-2,6
"3574",-2,6
"3575",-2,6
"3576",-2,6
"3577",-2,6
"3578",-2,6
"3579",-2,6
"3580",-2,6
"3581",7,-1
"3582",7,-1
"3583",7,-1
"3584",7,-1
"3585",7,-1
"3586",7,-1
"3587",7,-1
"3588",7,-1
"3589",7,-1
"3590",7,-1
"3591",14,6
"3592",14,6
"3593",14,6
"3594",14,6
"3595",14,6
"3596",14,6
"3597",14,6
"3598",14,6
"3599",14,6
"3600",14,6
"3601",19,2
"3602",19,2
"3603",19,2
"3604",19,2
"3605",19,2
"3606",19,2
"3607",19,2
"3608",19,2
"3609",19,2
"3610",19,2
"3611",-4,2
"3612",-4,2
"3613",-4,2
"3614",-4,2
"3615",-4,2
"3616",-4,2
"3617",-4,2
"3618",-4,2
"3619",-4,2
"3620",-4,2
"3621",3,0
"3622",3,0
"3623",3,0
"3624",3,0
"3625",3,0
"3626",3,0
"3627",3,0
"3628",3,0
"3629",3,0
"3630",3,0
"3631",1,-4
"3632",1,-4
"3633",1,-4
"3634",1,-4
"3635",1,-4
"3636",1,-4
"3637",1,-4
"3638",1,-4
"3639",1,-4
"3640",1,-4
"3641",-2,-9
"3642",-2,-9
"3643",-2,-9
"3644",-2,-9
"3645",-2,-9
"3646",-2,-9
"3647",-2,-9
"3648",-2,-9
"3649",-2,-9
"3650",-2,-9
"3651",-4,19
"3652",-4,19
"3653",-4,19
"3654",-4,19
"3655",-4,19
"3656",-4,19
"3657",-4,19
"3658",-4,19
"3659",-4,19
"3660",-4,19
"3661",-1,-5
"3662",-1,-5
"3663",-1,-5
"3664",-1,-5
"3665",-1,-5
"3666",-1,-5
"3667",-1,-5
"3668",-1,-5
"3669",-1,-5
"3670",-1,-5
"3671",-9,-5
"3672",-9,-5
"3673",-9,-5
"3674",-9,-5
"3675",-9,-5
"3676",-9,-5
"3677",-9,-5
"3678",-9,-5
"3679",-9,-5
"3680",-9,-5
"3681",1,1
"3682",1,1
"3683",1,1
"3684",1,1
"3685",1,1
"3686",1,1
"3687",1,1
"3688",1,1
"3689",1,1
"3690",1,1
"3691",1,3
"3692",1,3
"3693",1,3
"3694",1,3
"3695",1,3
"3696",1,3
"3697",1,3
"3698",1,3
"3699",1,3
"3700",1,3
"3701",5,-8
"3702",5,-8
"3703",5,-8
"3704",5,-8
"3705",5,-8
"3706",5,-8
"3707",5,-8
"3708",5,-8
"3709",5,-8
"3710",5,-8
"3711",-21,10
"3712",-21,10
"3713",-21,10
"3714",-21,10
"3715",-21,10
"3716",-21,10
"3717",-21,10
"3718",-21,10
"3719",-21,10
"3720",-21,10
"3721",-9,-1
"3722",-9,-1
"3723",-9,-1
"3724",-9,-1
"3725",-9,-1
"3726",-9,-1
"3727",-9,-1
"3728",-9,-1
"3729",-9,-1
"3730",-9,-1
"3731",2,-3
"3732",2,-3
"3733",2,-3
"3734",2,-3
"3735",2,-3
"3736",2,-3
"3737",2,-3
"3738",2,-3
"3739",2,-3
"3740",2,-3
"3741",-19,-6
"3742",-19,-6
"3743",-19,-6
"3744",-19,-6
"3745",-19,-6
"3746",-19,-6
"3747",-19,-6
"3748",-19,-6
"3749",-19,-6
"3750",-19,-6
"3751",-5,-2
"3752",-5,-2
"3753",-5,-2
"3754",-5,-2
"3755",-5,-2
"3756",-5,-2
"3757",-5,-2
"3758",-5,-2
"3759",-5,-2
"3760",-5,-2
"3761",-3,-3
"3762",-3,-3
"3763",-3,-3
"3764",-3,-3
"3765",-3,-3
"3766",-3,-3
"3767",-3,-3
"3768",-3,-3
"3769",-3,-3
"3770",-3,-3
"3771",1,-2
"3772",1,-2
"3773",1,-2
"3774",1,-2
"3775",1,-2
"3776",1,-2
"3777",1,-2
"3778",1,-2
"3779",1,-2
"3780",1,-2
"3781",7,14
"3782",7,14
"3783",7,14
"3784",7,14
"3785",7,14
"3786",7,14
"3787",7,14
"3788",7,14
"3789",7,14
"3790",7,14
"3791",-1,-4
"3792",-1,-4
"3793",-1,-4
"3794",-1,-4
"3795",-1,-4
"3796",-1,-4
"3797",-1,-4
"3798",-1,-4
"3799",-1,-4
"3800",-1,-4
"3801",-1,6
"3802",-1,6
"3803",-1,6
"3804",-1,6
"3805",-1,6
"3806",-1,6
"3807",-1,6
"3808",-1,6
"3809",-1,6
"3810",-1,6
"3811",4,8
"3812",4,8
"3813",4,8
"3814",4,8
"3815",4,8
"3816",4,8
"3817",4,8
"3818",4,8
"3819",4,8
"3820",4,8
"3821",7,8
"3822",7,8
"3823",7,8
"3824",7,8
"3825",7,8
"3826",7,8
"3827",7,8
"3828",7,8
"3829",7,8
"3830",7,8
"3831",6,2
"3832",6,2
"3833",6,2
"3834",6,2
"3835",6,2
"3836",6,2
"3837",6,2
"3838",6,2
"3839",6,2
"3840",6,2
"3841",0,2
"3842",0,2
"3843",0,2
"3844",0,2
"3845",0,2
"3846",0,2
"3847",0,2
"3848",0,2
"3849",0,2
"3850",0,2
"3851",-3,-19
"3852",-3,-19
"3853",-3,-19
"3854",-3,-19
"3855",-3,-19
"3856",-3,-19
"3857",-3,-19
"3858",-3,-19
"3859",-3,-19
"3860",-3,-19
"3861",6,4
"3862",6,4
"3863",6,4
"3864",6,4
"3865",6,4
"3866",6,4
"3867",6,4
"3868",6,4
"3869",6,4
"3870",6,4
"3871",-15,-1
"3872",-15,-1
"3873",-15,-1
"3874",-15,-1
"3875",-15,-1
"3876",-15,-1
"3877",-15,-1
"3878",-15,-1
"3879",-15,-1
"3880",-15,-1
"3881",-5,8
"3882",-5,8
"3883",-5,8
"3884",-5,8
"3885",-5,8
"3886",-5,8
"3887",-5,8
"3888",-5,8
"3889",-5,8
"3890",-5,8
"3891",9,-2
"3892",9,-2
"3893",9,-2
"3894",9,-2
"3895",9,-2
"3896",9,-2
"3897",9,-2
"3898",9,-2
"3899",9,-2
"3900",9,-2
"3901",-2,1
"3902",-2,1
"3903",-2,1
"3904",-2,1
"3905",-2,1
"3906",-2,1
"3907",-2,1
"3908",-2,1
"3909",-2,1
"3910",-2,1
"3911",5,-5
"3912",5,-5
"3913",5,-5
"3914",5,-5
"3915",5,-5
"3916",5,-5
"3917",5,-5
"3918",5,-5
"3919",5,-5
"3920",5,-5
"3921",3,-11
"3922",3,-11
"3923",3,-11
"3924",3,-11
"3925",3,-11
"3926",3,-11
"3927",3,-11
"3928",3,-11
"3929",3,-11
"3930",3,-11
"3931",-6,5
"3932",-6,5
"3933",-6,5
"3934",-6,5
"3935",-6,5
"3936",-6,5
"3937",-6,5
"3938",-6,5
"3939",-6,5
"3940",-6,5
"3941",4,6
"3942",4,6
"3943",4,6
"3944",4,6
"3945",4,6
"3946",4,6
"3947",4,6
"3948",4,6
"3949",4,6
"3950",4,6
"3951",3,3
"3952",3,3
"3953",3,3
"3954",3,3
"3955",3,3
"3956",3,3
"3957",3,3
"3958",3,3
"3959",3,3
"3960",3,3
"3961",3,4
"3962",3,4
"3963",3,4
"3964",3,4
"3965",3,4
"3966",3,4
"3967",3,4
"3968",3,4
"3969",3,4
"3970",3,4
"3971",4,4
"3972",4,4
"3973",4,4
"3974",4,4
"3975",4,4
"3976",4,4
"3977",4,4
"3978",4,4
"3979",4,4
"3980",4,4
"3981",7,-1
"3982",7,-1
"3983",7,-1
"3984",7,-1
"3985",7,-1
"3986",7,-1
"3987",7,-1
"3988",7,-1
"3989",7,-1
"3990",7,-1
"3991",2,-4
"3992",2,-4
"3993",2,-4
"3994",2,-4
"3995",2,-4
"3996",2,-4
"3997",2,-4
"3998",2,-4
"3999",2,-4
"4000",2,-4
"4001",3,-5
"4002",3,-5
"4003",3,-5
"4004",3,-5
"4005",3,-5
"4006",3,-5
"4007",3,-5
"4008",3,-5
"4009",3,-5
"4010",3,-5
"4011",2,10
"4012",2,10
"4013",2,10
"4014",2,10
"4015",2,10
"4016",2,10
"4017",2,10
"4018",2,10
"4019",2,10
"4020",2,10
"4021",-6,-18
"4022",-6,-18
"4023",-6,-18
"4024",-6,-18
"4025",-6,-18
"4026",-6,-18
"4027",-6,-18
"4028",-6,-18
"4029",-6,-18
"4030",-6,-18
"4031",18,-14
"4032",18,-14
"4033",18,-14
"4034",18,-14
"4035",18,-14
"4036",18,-14
"4037",18,-14
"4038",18,-14
"4039",18,-14
"4040",18,-14
"4041",7,0
"4042",7,0
"4043",7,0
"4044",7,0
"4045",7,0
"4046",7,0
"4047",7,0
"4048",7,0
"4049",7,0
"4050",7,0
"4051",-5,0
"4052",-5,0
"4053",-5,0
"4054",-5,0
"4055",-5,0
"4056",-5,0
"4057",-5,0
"4058",-5,0
"4059",-5,0
"4060",-5,0
"4061",4,-6
"4062",4,-6
"4063",4,-6
"4064",4,-6
"4065",4,-6
"4066",4,-6
"4067",4,-6
"4068",4,-6
"4069",4,-6
"4070",4,-6
"4071",5,12
"4072",5,12
"4073",5,12
"4074",5,12
"4075",5,12
"4076",5,12
"4077",5,12
"4078",5,12
"4079",5,12
"4080",5,12
"4081",10,0
"4082",10,0
"4083",10,0
"4084",10,0
"4085",10,0
"4086",10,0
"4087",10,0
"4088",10,0
"4089",10,0
"4090",10,0
"4091",8,-4
"4092",8,-4
"4093",8,-4
"4094",8,-4
"4095",8,-4
"4096",8,-4
"4097",8,-4
"4098",8,-4
"4099",8,-4
"4100",8,-4
"4101",12,-2
"4102",12,-2
"4103",12,-2
"4104",12,-2
"4105",12,-2
"4106",12,-2
"4107",12,-2
"4108",12,-2
"4109",12,-2
"4110",12,-2
"4111",14,14
"4112",14,14
"4113",14,14
"4114",14,14
"4115",14,14
"4116",14,14
"4117",14,14
"4118",14,14
"4119",14,14
"4120",14,14
"4121",5,1
"4122",5,1
"4123",5,1
"4124",5,1
"4125",5,1
"4126",5,1
"4127",5,1
"4128",5,1
"4129",5,1
"4130",5,1
"4131",3,3
"4132",3,3
"4133",3,3
"4134",3,3
"4135",3,3
"4136",3,3
"4137",3,3
"4138",3,3
"4139",3,3
"4140",3,3
"4141",-14,-4
"4142",-14,-4
"4143",-14,-4
"4144",-14,-4
"4145",-14,-4
"4146",-14,-4
"4147",-14,-4
"4148",-14,-4
"4149",-14,-4
"4150",-14,-4
"4151",10,-13
"4152",10,-13
"4153",10,-13
"4154",10,-13
"4155",10,-13
"4156",10,-13
"4157",10,-13
"4158",10,-13
"4159",10,-13
"4160",10,-13
"4161",-7,-8
"4162",-7,-8
"4163",-7,-8
"4164",-7,-8
"4165",-7,-8
"4166",-7,-8
"4167",-7,-8
"4168",-7,-8
"4169",-7,-8
"4170",-7,-8
"4171",13,-7
"4172",13,-7
"4173",13,-7
"4174",13,-7
"4175",13,-7
"4176",13,-7
"4177",13,-7
"4178",13,-7
"4179",13,-7
"4180",13,-7
"4181",-7,0
"4182",-7,0
"4183",-7,0
"4184",-7,0
"4185",-7,0
"4186",-7,0
"4187",-7,0
"4188",-7,0
"4189",-7,0
"4190",-7,0
"4191",-4,-10
"4192",-4,-10
"4193",-4,-10
"4194",-4,-10
"4195",-4,-10
"4196",-4,-10
"4197",-4,-10
"4198",-4,-10
"4199",-4,-10
"4200",-4,-10
"4201",22,-2
"4202",22,-2
"4203",22,-2
"4204",22,-2
"4205",22,-2
"4206",22,-2
"4207",22,-2
"4208",22,-2
"4209",22,-2
"4210",22,-2
"4211",-3,5
"4212",-3,5
"4213",-3,5
"4214",-3,5
"4215",-3,5
"4216",-3,5
"4217",-3,5
"4218",-3,5
"4219",-3,5
"4220",-3,5
"4221",2,-11
"4222",2,-11
"4223",2,-11
"4224",2,-11
"4225",2,-11
"4226",2,-11
"4227",2,-11
"4228",2,-11
"4229",2,-11
"4230",2,-11
"4231",10,-8
"4232",10,-8
"4233",10,-8
"4234",10,-8
"4235",10,-8
"4236",10,-8
"4237",10,-8
"4238",10,-8
"4239",10,-8
"4240",10,-8
"4241",-7,2
"4242",-7,2
"4243",-7,2
"4244",-7,2
"4245",-7,2
"4246",-7,2
"4247",-7,2
"4248",-7,2
"4249",-7,2
"4250",-7,2
"4251",12,12
"4252",12,12
"4253",12,12
"4254",12,12
"4255",12,12
"4256",12,12
"4257",12,12
"4258",12,12
"4259",12,12
"4260",12,12
"4261",4,5
"4262",4,5
"4263",4,5
"4264",4,5
"4265",4,5
"4266",4,5
"4267",4,5
"4268",4,5
"4269",4,5
"4270",4,5
"4271",-6,-7
"4272",-6,-7
"4273",-6,-7
"4274",-6,-7
"4275",-6,-7
"4276",-6,-7
"4277",-6,-7
"4278",-6,-7
"4279",-6,-7
"4280",-6,-7
"4281",5,4
"4282",5,4
"4283",5,4
"4284",5,4
"4285",5,4
"4286",5,4
"4287",5,4
"4288",5,4
"4289",5,4
"4290",5,4
"4291",8,6
"4292",8,6
"4293",8,6
"4294",8,6
"4295",8,6
"4296",8,6
"4297",8,6
"4298",8,6
"4299",8,6
"4300",8,6
"4301",15,3
"4302",15,3
"4303",15,3
"4304",15,3
"4305",15,3
"4306",15,3
"4307",15,3
"4308",15,3
"4309",15,3
"4310",15,3
"4311",5,10
"4312",5,10
"4313",5,10
"4314",5,10
"4315",5,10
"4316",5,10
"4317",5,10
"4318",5,10
"4319",5,10
"4320",5,10
"4321",4,7
"4322",4,7
"4323",4,7
"4324",4,7
"4325",4,7
"4326",4,7
"4327",4,7
"4328",4,7
"4329",4,7
"4330",4,7
"4331",-3,-3
"4332",-3,-3
"4333",-3,-3
"4334",-3,-3
"4335",-3,-3
"4336",-3,-3
"4337",-3,-3
"4338",-3,-3
"4339",-3,-3
"4340",-3,-3
"4341",14,-7
"4342",14,-7
"4343",14,-7
"4344",14,-7
"4345",14,-7
"4346",14,-7
"4347",14,-7
"4348",14,-7
"4349",14,-7
"4350",14,-7
"4351",-2,5
"4352",-2,5
"4353",-2,5
"4354",-2,5
"4355",-2,5
"4356",-2,5
"4357",-2,5
"4358",-2,5
"4359",-2,5
"4360",-2,5
"4361",4,4
"4362",4,4
"4363",4,4
"4364",4,4
"4365",4,4
"4366",4,4
"4367",4,4
"4368",4,4
"4369",4,4
"4370",4,4
"4371",1,3
"4372",1,3
"4373",1,3
"4374",1,3
"4375",1,3
"4376",1,3
"4377",1,3
"4378",1,3
"4379",1,3
"4380",1,3
"4381",1,-4
"4382",1,-4
"4383",1,-4
"4384",1,-4
"4385",1,-4
"4386",1,-4
"4387",1,-4
"4388",1,-4
"4389",1,-4
"4390",1,-4
"4391",9,-2
"4392",9,-2
"4393",9,-2
"4394",9,-2
"4395",9,-2
"4396",9,-2
"4397",9,-2
"4398",9,-2
"4399",9,-2
"4400",9,-2
"4401",8,8
"4402",8,8
"4403",8,8
"4404",8,8
"4405",8,8
"4406",8,8
"4407",8,8
"4408",8,8
"4409",8,8
"4410",8,8
"4411",2,-15
"4412",2,-15
"4413",2,-15
"4414",2,-15
"4415",2,-15
"4416",2,-15
"4417",2,-15
"4418",2,-15
"4419",2,-15
"4420",2,-15
"4421",-5,3
"4422",-5,3
"4423",-5,3
"4424",-5,3
"4425",-5,3
"4426",-5,3
"4427",-5,3
"4428",-5,3
"4429",-5,3
"4430",-5,3
"4431",-11,-1
"4432",-11,-1
"4433",-11,-1
"4434",-11,-1
"4435",-11,-1
"4436",-11,-1
"4437",-11,-1
"4438",-11,-1
"4439",-11,-1
"4440",-11,-1
"4441",11,1
"4442",11,1
"4443",11,1
"4444",11,1
"4445",11,1
"4446",11,1
"4447",11,1
"4448",11,1
"4449",11,1
"4450",11,1
"4451",-9,-4
"4452",-9,-4
"4453",-9,-4
"4454",-9,-4
"4455",-9,-4
"4456",-9,-4
"4457",-9,-4
"4458",-9,-4
"4459",-9,-4
"4460",-9,-4
"4461",6,6
"4462",6,6
"4463",6,6
"4464",6,6
"4465",6,6
"4466",6,6
"4467",6,6
"4468",6,6
"4469",6,6
"4470",6,6
"4471",-1,4
"4472",-1,4
"4473",-1,4
"4474",-1,4
"4475",-1,4
"4476",-1,4
"4477",-1,4
"4478",-1,4
"4479",-1,4
"4480",-1,4
"4481",10,-3
"4482",10,-3
"4483",10,-3
"4484",10,-3
"4485",10,-3
"4486",10,-3
"4487",10,-3
"4488",10,-3
"4489",10,-3
"4490",10,-3
"4491",0,10
"4492",0,10
"4493",0,10
"4494",0,10
"4495",0,10
"4496",0,10
"4497",0,10
"4498",0,10
"4499",0,10
"4500",0,10
"4501",5,10
"4502",5,10
"4503",5,10
"4504",5,10
"4505",5,10
"4506",5,10
"4507",5,10
"4508",5,10
"4509",5,10
"4510",5,10
"4511",-4,-1
"4512",-4,-1
"4513",-4,-1
"4514",-4,-1
"4515",-4,-1
"4516",-4,-1
"4517",-4,-1
"4518",-4,-1
"4519",-4,-1
"4520",-4,-1
"4521",0,8
"4522",0,8
"4523",0,8
"4524",0,8
"4525",0,8
"4526",0,8
"4527",0,8
"4528",0,8
"4529",0,8
"4530",0,8
"4531",-7,3
"4532",-7,3
"4533",-7,3
"4534",-7,3
"4535",-7,3
"4536",-7,3
"4537",-7,3
"4538",-7,3
"4539",-7,3
"4540",-7,3
"4541",-2,-3
"4542",-2,-3
"4543",-2,-3
"4544",-2,-3
"4545",-2,-3
"4546",-2,-3
"4547",-2,-3
"4548",-2,-3
"4549",-2,-3
"4550",-2,-3
"4551",2,3
"4552",2,3
"4553",2,3
"4554",2,3
"4555",2,3
"4556",2,3
"4557",2,3
"4558",2,3
"4559",2,3
"4560",2,3
"4561",-9,4
"4562",-9,4
"4563",-9,4
"4564",-9,4
"4565",-9,4
"4566",-9,4
"4567",-9,4
"4568",-9,4
"4569",-9,4
"4570",-9,4
"4571",5,6
"4572",5,6
"4573",5,6
"4574",5,6
"4575",5,6
"4576",5,6
"4577",5,6
"4578",5,6
"4579",5,6
"4580",5,6
"4581",1,-11
"4582",1,-11
"4583",1,-11
"4584",1,-11
"4585",1,-11
"4586",1,-11
"4587",1,-11
"4588",1,-11
"4589",1,-11
"4590",1,-11
"4591",-11,-10
"4592",-11,-10
"4593",-11,-10
"4594",-11,-10
"4595",-11,-10
"4596",-11,-10
"4597",-11,-10
"4598",-11,-10
"4599",-11,-10
"4600",-11,-10
"4601",12,6
"4602",12,6
"4603",12,6
"4604",12,6
"4605",12,6
"4606",12,6
"4607",12,6
"4608",12,6
"4609",12,6
"4610",12,6
"4611",-4,-5
"4612",-4,-5
"4613",-4,-5
"4614",-4,-5
"4615",-4,-5
"4616",-4,-5
"4617",-4,-5
"4618",-4,-5
"4619",-4,-5
"4620",-4,-5
"4621",14,-8
"4622",14,-8
"4623",14,-8
"4624",14,-8
"4625",14,-8
"4626",14,-8
"4627",14,-8
"4628",14,-8
"4629",14,-8
"4630",14,-8
"4631",-15,9
"4632",-15,9
"4633",-15,9
"4634",-15,9
"4635",-15,9
"4636",-15,9
"4637",-15,9
"4638",-15,9
"4639",-15,9
"4640",-15,9
"4641",3,7
"4642",3,7
"4643",3,7
"4644",3,7
"4645",3,7
"4646",3,7
"4647",3,7
"4648",3,7
"4649",3,7
"4650",3,7
"4651",-7,-8
"4652",-7,-8
"4653",-7,-8
"4654",-7,-8
"4655",-7,-8
"4656",-7,-8
"4657",-7,-8
"4658",-7,-8
"4659",-7,-8
"4660",-7,-8
"4661",-1,-10
"4662",-1,-10
"4663",-1,-10
"4664",-1,-10
"4665",-1,-10
"4666",-1,-10
"4667",-1,-10
"4668",-1,-10
"4669",-1,-10
"4670",-1,-10
"4671",-13,2
"4672",-13,2
"4673",-13,2
"4674",-13,2
"4675",-13,2
"4676",-13,2
"4677",-13,2
"4678",-13,2
"4679",-13,2
"4680",-13,2
"4681",-3,-2
"4682",-3,-2
"4683",-3,-2
"4684",-3,-2
"4685",-3,-2
"4686",-3,-2
"4687",-3,-2
"4688",-3,-2
"4689",-3,-2
"4690",-3,-2
"4691",9,-4
"4692",9,-4
"4693",9,-4
"4694",9,-4
"4695",9,-4
"4696",9,-4
"4697",9,-4
"4698",9,-4
"4699",9,-4
"4700",9,-4
"4701",13,2
"4702",13,2
"4703",13,2
"4704",13,2
"4705",13,2
"4706",13,2
"4707",13,2
"4708",13,2
"4709",13,2
"4710",13,2
"4711",-6,-5
"4712",-6,-5
"4713",-6,-5
"4714",-6,-5
"4715",-6,-5
"4716",-6,-5
"4717",-6,-5
"4718",-6,-5
"4719",-6,-5
"4720",-6,-5
"4721",-7,11
"4722",-7,11
"4723",-7,11
"4724",-7,11
"4725",-7,11
"4726",-7,11
"4727",-7,11
"4728",-7,11
"4729",-7,11
"4730",-7,11
"4731",0,9
"4732",0,9
"4733",0,9
"4734",0,9
"4735",0,9
"4736",0,9
"4737",0,9
"4738",0,9
"4739",0,9
"4740",0,9
"4741",4,3
"4742",4,3
"4743",4,3
"4744",4,3
"4745",4,3
"4746",4,3
"4747",4,3
"4748",4,3
"4749",4,3
"4750",4,3
"4751",8,-3
"4752",8,-3
"4753",8,-3
"4754",8,-3
"4755",8,-3
"4756",8,-3
"4757",8,-3
"4758",8,-3
"4759",8,-3
"4760",8,-3
"4761",8,-12
"4762",8,-12
"4763",8,-12
"4764",8,-12
"4765",8,-12
"4766",8,-12
"4767",8,-12
"4768",8,-12
"4769",8,-12
"4770",8,-12
"4771",-4,-5
"4772",-4,-5
"4773",-4,-5
"4774",-4,-5
"4775",-4,-5
"4776",-4,-5
"4777",-4,-5
"4778",-4,-5
"4779",-4,-5
"4780",-4,-5
"4781",-4,13
"4782",-4,13
"4783",-4,13
"4784",-4,13
"4785",-4,13
"4786",-4,13
"4787",-4,13
"4788",-4,13
"4789",-4,13
"4790",-4,13
"4791",5,-15
"4792",5,-15
"4793",5,-15
"4794",5,-15
"4795",5,-15
"4796",5,-15
"4797",5,-15
"4798",5,-15
"4799",5,-15
"4800",5,-15
"4801",0,-5
"4802",0,-5
"4803",0,-5
"4804",0,-5
"4805",0,-5
"4806",0,-5
"4807",0,-5
"4808",0,-5
"4809",0,-5
"4810",0,-5
"4811",8,-3
"4812",8,-3
"4813",8,-3
"4814",8,-3
"4815",8,-3
"4816",8,-3
"4817",8,-3
